country,destination,durations,points of interest,budgets,details
Botswana,"Maun, Okavango Delta, Moremi Game Reserve, Chobe National Park","9 days, 8 nights",8,"$6,780 CAD","Day 1: Arrive in Maun. Day 2: Mokoro canoe journey in Okavango Delta. Day 3: Continue through the Delta. Day 4: Head to Moremi Game Reserve. Day 5: Transfer to Chobe National Park. Day 6: Game drives in Chobe. Day 7: Travel to Seronga. Day 8: Return to Maun. Day 9: Depart from Maun."
Argentina and Chile,"El Calafate, El Chaltén, Puerto Natales","10 days, 9 nights",8,"$4,940 CAD","Day 1: Arrive in El Calafate. Day 2: Travel to El Chaltén. Day 3: Hike to Fitz Roy. Day 4: Visit Lago del Desierto. Day 5: Tour Perito Moreno Glacier. Day 6: Cross to Puerto Natales. Day 7: W Circuit hike in Torres del Paine. Day 8: Continue W Circuit. Day 9: Complete W Circuit. Day 10: Return to El Calafate."
Peru,"Amazon Basin","7 days, 6 nights",8,"$2,540 CAD","Day 1: Arrive in Puerto Maldonado. Day 2: Explore Lake Sandoval. Day 3: Canopy Walkway and Monkey Island. Day 4: Visit Clay Lick. Day 5: Experience native community culture. Day 6: Night tour for nocturnal wildlife. Day 7: Return to Puerto Maldonado."
Zimbabwe and Zambia,"Victoria Falls, Livingstone","6 days, 5 nights",7,"$4,500 CAD","Day 1: Arrive in Victoria Falls. Day 2: Guided walking tour. Day 3: Visit Devil's Pool. Day 4: Day trip to Mosi-oa-Tunya National Park. Day 5: White-water rafting or helicopter ride. Day 6: Transfer to Livingstone."
Australia,"Queensland, Northern Territory","9 days, 8 nights",9,"$5,600 CAD","Day 1: Arrive in Cairns. Day 2: Snorkeling at Great Barrier Reef. Day 3: Day trip to Daintree Rainforest. Day 4: Travel to Alice Springs. Day 5: Sunrise visit to Uluru. Day 6: Kata Tjuta's Valley of the Winds. Day 7: Sunset hike at Kings Canyon. Day 8: Outback cattle station tour. Day 9: Return to Alice Springs."
Argentina,"Mendoza","7 days, 6 nights",7,"$3,080 CAD","Day 1: Arrive in Mendoza. Day 2: Uco Valley wineries tour. Day 3: Hike in Aconcagua Provincial Park. Day 4: Wine tasting in Maipú. Day 5: Spa at Cacheuta Hot Springs. Day 6: Luján de Cuyo winery visits. Day 7: Depart from Mendoza."
Botswana,"Okavango Delta, Chobe National Park","8 days, 7 nights",8,"$7,700 CAD","Day 1: Arrive in Maun. Day 2: Mokoro ride through the Delta. Day 3: Game drive in Moremi Game Reserve. Day 4: Travel to Chobe National Park. Day 5: Game drives in Chobe. Day 6: Explore Savuti area. Day 7: River safari on Kwando River. Day 8: Return to Maun."
Chile,"Puerto Varas, Chiloe Island, Lake Llanquihue","7 days, 6 nights",6,"$2,250 CAD","Day 1: Arrive in Puerto Varas. Day 2: Day trip to Chiloe Island. Day 3: Tour Osorno Volcano. Day 4: Discover Frutillar. Day 5: Vicente Pérez Rosales National Park. Day 6: Leisure day or hot springs. Day 7: Transfer to the airport."
Namibia,"Sossusvlei, Swakopmund, Etosha National Park","9 days, 8 nights",8,"$5,180 CAD","Day 1: Arrive in Windhoek. Day 2: Travel to Sossusvlei. Day 3: Visit Dune 45 and Dead Vlei. Day 4: Head to Swakopmund. Day 5: Leisure day in Swakopmund. Day 6: Depart for Etosha. Day 7: Full-day safari in Etosha. Day 8: Morning game drive. Day 9: Depart from Windhoek."
Australia,"Kangaroo Island, Adelaide","8 days, 7 nights",7,"$6,720 CAD","Day 1: Arrive in Adelaide. Day 2: Ferry to Kangaroo Island. Day 3: Explore Flinders Chase National Park. Day 4: Relax at Emu Bay. Day 5: Visit Raptor Domain. Day 6: Coastal formations tour. Day 7: Return to Adelaide. Day 8: Depart from Adelaide."
Peru,"Cusco, Sacred Valley, Machu Picchu","7 days, 6 nights",6,"$1,820 CAD","Day 1: Arrive in Cusco. Day 2: Sacred Valley tour. Day 3: Start the Inca Trail hike. Day 4: Continue trekking. Day 5: Arrive at Machu Picchu. Day 6: Excursion to Rainbow Mountain. Day 7: Return to Cusco."
Mozambique,"Vilanculos, Bazaruto Archipelago, Tofo","10 days, 9 nights",5,"$3,500 CAD","Day 1: Arrive in Vilanculos. Day 2: Explore Vilanculos. Day 3: Snorkel tour of Bazaruto Island. Day 4: Excursion to Benguerra Island. Day 5: Island hopping in the Archipelago. Day 6: Transfer to Tofo Beach. Day 7: Optional diving excursion. Day 8: Explore Inhambane. Day 9: Leisure day in Tofo. Day 10: Return to Vilanculos."
Costa Rica,"San José, Tortuguero, Arenal, Monteverde","9 days, 8 nights",7,"$2,800 CAD","Day 1: Arrive in San José. Day 2: Transfer to Tortuguero. Day 3: Explore Tortuguero National Park. Day 4: Travel to Arenal Volcano. Day 5: Hike around Arenal. Day 6: Visit La Fortuna Waterfall. Day 7: Transfer to Monteverde. Day 8: Cloud forest walk. Day 9: Return to San José."
South Africa,"Cape Town, Winelands, Kruger National Park","12 days, 11 nights",9,"$7,700 CAD","Day 1: Arrive in Cape Town. Day 2: City tour of Cape Town. Day 3: Explore the Winelands. Day 4: Continue wine tours. Day 5: Travel to Kruger. Day 6: Game drive in Kruger. Day 7: Morning safari. Day 8: Explore private reserves. Day 9: Return to Johannesburg. Day 10: Apartheid Museum and Soweto. Day 11: Free day. Day 12: Depart Johannesburg."
Ecuador,"Galapagos Islands, Santa Cruz, Isabela","10 days, 9 nights",7,"$4,500 CAD","Day 1: Arrive in Quito. Day 2: Fly to Galapagos. Day 3: Darwin Research Center. Day 4: Tortuga Bay. Day 5: Ferry to Isabela Island. Day 6: Pinnacle Rock. Day 7: Flamingo Lagoon. Day 8: Travel to San Cristobal. Day 9: Explore Kicker"
Botswana and Zambia,"Okavango Delta, Chobe National Park, Livingstone","10 days, 9 nights",8,"$9,100 CAD","Day 1: Arrive in Maun, transfer to Okavango Delta. Day 2: Mokoro boat safari in Okavango Delta. Day 3: Explore Okavango Delta. Day 4: Travel to Chobe National Park for a river safari. Day 5: Full-day game drive in Chobe. Day 6: Morning game drive and head to Livingstone. Day 7: Visit Victoria Falls and Mosi-oa-Tunya park. Day 8: Optional activities: zip-lining, bungee jumping, or sunset cruise. Day 9: Visit Elephant Sands and Chobe River. Day 10: Return to Livingstone for departure."
Australia,"Sydney, Cairns, Great Barrier Reef","8 days, 7 nights",6,"$6,300 CAD","Day 1: Arrive in Sydney. Day 2: City tour, visit Opera House and Darling Harbour. Day 3: Explore Bondi Beach and coastal walk. Day 4: Fly to Cairns, transfer to Port Douglas. Day 5: Great Barrier Reef snorkeling and diving. Day 6: Visit Daintree Rainforest and Mossman Gorge. Day 7: Return to Cairns, explore city or wildlife tour. Day 8: Fly back to Sydney for departure."
Brazil,"Rio de Janeiro, Iguazu Falls, Pantanal","10 days, 9 nights",7,"$4,200 CAD","Day 1: Arrive in Rio and explore Copacabana Beach. Day 2: Visit Christ the Redeemer and Sugarloaf Mountain. Day 3: Fly to Foz do Iguaçu and explore Iguazu Falls. Day 4: Take a boat tour at Iguazu Falls. Day 5: Transfer to Pantanal. Day 6: Wildlife watching in Pantanal. Day 7: Guided safari in Pantanal. Day 8: Bird watching tour. Day 9: Return to Rio for a cultural tour. Day 10: Departure."
Peru,"Iquitos, Amazon Rainforest, Lima","8 days, 7 nights",6,"$3,000 CAD","Day 1: Arrive in Iquitos. Day 2: Riverboat to Amazon lodge. Day 3: Jungle walk and wildlife tour. Day 4: Amazon village visit. Day 5: Explore canopy walkways. Day 6: Boat trip to spot pink dolphins. Day 7: Return to Lima, city tour. Day 8: Departure."
Australia,"Brisbane, Gold Coast, Whitsundays","9 days, 8 nights",7,"$5,000 CAD","Day 1: Arrive in Brisbane. Day 2: City tour and South Bank exploration. Day 3: Drive to Gold Coast, enjoy beaches. Day 4: Visit theme parks. Day 5: Fly to Whitsundays. Day 6: Sailing tour of Whitsundays. Day 7: Snorkeling at Whitehaven Beach. Day 8: Helicopter tour of the reef. Day 9: Return to Brisbane for departure."
Chile,"Santiago, Valparaiso, Atacama Desert","10 days, 9 nights",8,"$3,500 CAD","Day 1: Arrive in Santiago. Day 2: City tour, visit Plaza de Armas. Day 3: Day trip to Valparaiso. Day 4: Explore vineyards in Casablanca Valley. Day 5: Fly to Atacama Desert. Day 6: Visit Moon Valley. Day 7: Stargazing in desert. Day 8: Explore salt flats and flamingo reserves. Day 9: Visit Tatio Geysers. Day 10: Return to Santiago for departure."
South Africa,"Durban, Drakensberg, Garden Route","12 days, 11 nights",9,"$6,800 CAD","Day 1: Arrive in Durban, city tour. Day 2: Visit uShaka Marine World. Day 3: Drive to Drakensberg. Day 4: Hiking in Drakensberg mountains. Day 5: San rock art tour. Day 6: Travel to Garden Route. Day 7: Visit Knysna. Day 8: Explore Tsitsikamma National Park. Day 9: Cango Caves tour. Day 10: Wine tasting in Stellenbosch. Day 11: Explore Cape Town. Day 12: Departure."
Argentina,"Buenos Aires, Bariloche, Ushuaia","11 days, 10 nights",7,"$5,600 CAD","Day 1: Arrive in Buenos Aires, tango show. Day 2: City tour of Buenos Aires. Day 3: Fly to Bariloche, explore lake district. Day 4: Hiking in Nahuel Huapi National Park. Day 5: Visit Cerro Catedral. Day 6: Fly to Ushuaia. Day 7: Explore Tierra del Fuego National Park. Day 8: Beagle Channel cruise. Day 9: Visit Harberton Ranch. Day 10: Return to Buenos Aires for shopping. Day 11: Departure."
Madagascar,"Antananarivo, Andasibe, Morondava","10 days, 9 nights",5,"$4,700 CAD","Day 1: Arrive in Antananarivo. Day 2: City tour, visit Rova Palace. Day 3: Drive to Andasibe, visit national park. Day 4: Lemur watching tour. Day 5: Travel to Morondava. Day 6: Avenue of the Baobabs. Day 7: Kirindy Forest night walk. Day 8: Beach day on western coast. Day 9: Cultural tour of local villages. Day 10: Return to Antananarivo for departure."
Ecuador,"Quito, Cotopaxi, Baños","8 days, 7 nights",6,"$3,200 CAD","Day 1: Arrive in Quito, city tour. Day 2: Visit Equator Line museum. Day 3: Travel to Cotopaxi National Park. Day 4: Hiking and horseback riding. Day 5: Travel to Baños, enjoy hot springs. Day 6: Adventure sports and waterfalls in Baños. Day 7: Return to Quito. Day 8: Departure."
Namibia,"Fish River Canyon, Damaraland, Skeleton Coast","9 days, 8 nights",8,"$5,300 CAD","Day 1: Arrive in Windhoek. Day 2: Drive to Fish River Canyon. Day 3: Hiking and exploration. Day 4: Travel to Damaraland, visit rock carvings. Day 5: Elephant tracking tour. Day 6: Visit Skeleton Coast, shipwrecks and seal colony. Day 7: Explore Swakopmund. Day 8: Return to Windhoek, shopping and dining. Day 9: Departure."
Uruguay,"Montevideo, Punta del Este, Colonia","7 days, 6 nights",5,"$2,800 CAD","Day 1: Arrive in Montevideo. Day 2: City tour, visit Independence Plaza. Day 3: Travel to Punta del Este, beach day. Day 4: Explore Casapueblo and La Barra. Day 5: Return to Montevideo. Day 6: Day trip to Colonia del Sacramento. Day 7: Departure."
Zambia,"Lusaka, Lower Zambezi, South Luangwa","10 days, 9 nights",6,"$5,900 CAD","Day 1: Arrive in Lusaka. Day 2: City tour and museum visits. Day 3: Travel to Lower Zambezi National Park. Day 4: Canoe safari. Day 5: Wildlife viewing by boat. Day 6: Fly to South Luangwa National Park. Day 7: Walking safari. Day 8: Night game drive. Day 9: Visit local villages. Day 10: Return to Lusaka for departure."
Bolivia,"La Paz, Uyuni, Potosí","8 days, 7 nights",6,"$3,500 CAD","Day 1: Arrive in La Paz, city tour. Day 2: Cable car ride over La Paz. Day 3: Travel to Uyuni. Day 4: Explore Uyuni Salt Flats. Day 5: Visit Incahuasi Island. Day 6: Travel to Potosí, silver mines tour. Day 7: Return to La Paz. Day 8: Departure."
Tanzania,"Kilimanjaro, Serengeti, Zanzibar","11 days, 10 nights",8,"$6,300 CAD","Day 1: Arrive in Kilimanjaro. Day 2: Begin Kilimanjaro trek. Day 3: Continue trek. Day 4: Summit Kilimanjaro. Day 5: Descend and travel to Serengeti. Day 6: Serengeti game drive. Day 7: Visit Ngorongoro Crater. Day 8: Fly to Zanzibar. Day 9: Relax on the beach in Zanzibar. Day 10: Stone Town tour. Day 11: Departure."
Chile,"Easter Island, Valdivia, Puerto Montt","10 days, 9 nights",7,"$6,000 CAD","Day 1: Arrive in Santiago. Day 2: Fly to Easter Island, explore moai statues. Day 3: Visit Rano Kau and Orongo. Day 4: Beach day at Anakena. Day 5: Return to mainland, travel to Valdivia. Day 6: Explore coastal forts and local cuisine. Day 7: Travel to Puerto Montt, visit fish markets. Day 8: Day trip to Chiloé Island. Day 9: Hot springs relaxation. Day 10: Return to Santiago for departure."
